Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Henri,2024-08-02 13:43:29,00:33:22,,Umbrella Academy: Saison 1: Cours ! (Épisode 2),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,00:51:28,Not latest view,FR (France)
Henri,2024-08-02 13:12:20,00:31:15,,Umbrella Academy: Saison 1: On ne se voit qu'aux mariages et aux enterrements (Épisode 1),,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,00:57:26,00:57:26,FR (France)
Henri,2024-08-01 19:11:46,00:00:04,Autoplayed: user action: None; ,Saison 1 (Extrait) : Détective Conan :  Zero à l'heure du thé,HOOK,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-08-01 19:11:31,00:00:07,Autoplayed: user action: None; ,The Midnight Gospel: Season 1 PVS Clip 5,HOOK,Google Sabrina ATV Set Top Box,00:00:07,00:00:07,FR (France)
Henri,2024-08-01 19:11:17,00:00:08,Autoplayed: user action: None; ,Akira_hook_primary_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:08,00:00:08,FR (France)
Henri,2024-08-01 19:11:07,00:00:04,Autoplayed: user action: None; ,Bigbug (Extrait) : Bigbug,HOOK,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-08-01 19:11:01,00:00:04,Autoplayed: user action: None; ,The Babysitter (Bande-annonce),TRAILER,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-08-01 19:10:54,00:00:04,Autoplayed: user action: None; ,Super Mario Bros._hook_04_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-08-01 19:10:21,00:00:10,Autoplayed: user action: None; ,Fate: The Winx Saga: Season 1 (CUF Trailer ),TRAILER,Google Sabrina ATV Set Top Box,00:00:10,00:00:10,FR (France)
Henri,2024-08-01 10:56:15,00:07:47,Autoplayed: user action: User_Interaction; ,Umbrella Academy: Saison 1: On ne se voit qu'aux mariages et aux enterrements (Épisode 1),,Google Sabrina ATV Set Top Box,00:10:28,Not latest view,FR (France)
Henri,2024-07-31 20:10:47,00:00:04,Autoplayed: user action: None; ,Saison 6 (Extrait) : Le Prince des dragons,HOOK,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-07-31 20:08:52,00:01:30,Autoplayed: user action: None; ,Bande-annonce : Non négociable,TRAILER,Google Sabrina ATV Set Top Box,00:01:30,00:01:30,FR (France)
Henri,2024-07-31 20:08:37,00:00:08,Autoplayed: user action: None; ,Saison 6 (Extrait) : Séduction haute tension,HOOK,Google Sabrina ATV Set Top Box,00:00:08,00:00:08,FR (France)
Henri,2024-07-31 20:07:57,00:00:13,Autoplayed: user action: None; ,Saison 7 (Extrait) : Élite,HOOK,Google Sabrina ATV Set Top Box,00:00:13,00:00:13,FR (France)
Henri,2024-07-31 20:07:21,00:00:05,Autoplayed: user action: None; ,Saison 1 (Extrait) : Rising Impact,HOOK,Google Sabrina ATV Set Top Box,00:00:05,00:00:05,FR (France)
Henri,2024-07-31 20:06:48,00:00:16,Autoplayed: user action: None; ,Bande-annonce : S.O.S. Bikini Bottom : Une mission pour Sandy Écureuil,TRAILER,Google Sabrina ATV Set Top Box,00:00:16,00:00:16,FR (France)
Henri,2024-07-31 20:05:01,00:00:58,Autoplayed: user action: None; ,Squid Game: Season 1 - CLM 3,HOOK,Google Sabrina ATV Set Top Box,00:00:58,00:00:58,FR (France)
Henri,2024-07-31 20:04:44,00:00:04,Autoplayed: user action: None; ,Bande-annonce : Dangereux privilèges,TRAILER,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-07-31 20:02:36,00:00:04,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Terminator Zero,TRAILER,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-07-31 20:01:31,00:01:00,Autoplayed: user action: None; ,Teaser 2 : KAOS,TRAILER,Google Sabrina ATV Set Top Box,00:01:00,00:01:00,FR (France)
Henri,2024-07-31 20:01:18,00:00:10,Autoplayed: user action: None; ,Teaser 2 : KAOS,TRAILER,Google Sabrina ATV Set Top Box,00:00:10,Not latest view,FR (France)
Henri,2024-07-31 20:01:00,00:00:16,Autoplayed: user action: None; ,Teaser 2 : KAOS,TRAILER,Google Sabrina ATV Set Top Box,00:00:16,Not latest view,FR (France)
Henri,2024-07-31 20:00:37,00:00:10,Autoplayed: user action: None; ,Saison 1 (Extrait) : Shahmeran,HOOK,Google Sabrina ATV Set Top Box,00:00:10,00:00:10,FR (France)
Henri,2024-07-31 20:00:01,00:00:10,Autoplayed: user action: None; ,"Saison 2 (Bande-annonce) : Sugar Rush : México, top chrono !",TRAILER,Google Sabrina ATV Set Top Box,00:00:10,00:00:10,FR (France)
Henri,2024-07-31 19:59:48,00:00:10,Autoplayed: user action: None; ,Saison 1 (Extrait) : Les Mauvais Calculs de Tribhuvan Mishra,HOOK,Google Sabrina ATV Set Top Box,00:00:10,00:00:10,FR (France)
Henri,2024-07-31 19:59:31,00:00:05,Autoplayed: user action: None; ,Master of the House: Season 1 - Baseline Clip 1,HOOK,Google Sabrina ATV Set Top Box,00:00:05,00:00:05,FR (France)
Henri,2024-07-31 19:59:12,00:00:17,Autoplayed: user action: None; ,Delete History_hook_04_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:17,00:00:17,FR (France)
Henri,2024-07-31 19:59:01,00:00:08,Autoplayed: user action: None; ,Kinnikuman Perfect Origin Arc: Season 1_hook_01_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:08,00:00:08,FR (France)
Henri,2024-07-31 19:58:45,00:00:09,Autoplayed: user action: None; ,House of Ga'a (Extrait) : House of Ga'a,HOOK,Google Sabrina ATV Set Top Box,00:00:09,00:00:09,FR (France)
Henri,2024-07-31 19:58:26,00:00:16,Autoplayed: user action: None; ,Saison 1 (Extrait 11) : Les P'tits Boud'zoos,HOOK,Google Sabrina ATV Set Top Box,00:00:16,00:00:16,FR (France)
Henri,2024-07-31 19:57:27,00:00:57,Autoplayed: user action: None; ,Saison 1 (Extrait) : La primera vez,HOOK,Google Sabrina ATV Set Top Box,00:00:57,00:00:57,FR (France)
Henri,2024-07-31 19:57:14,00:00:06,Autoplayed: user action: None; ,Chi’s Sweet Adventure: Season 1_hook_05_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:06,00:00:06,FR (France)
Henri,2024-07-31 19:56:31,00:00:32,Autoplayed: user action: None; ,La plus belle pour aller danser_hook_01_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:32,00:00:32,FR (France)
Henri,2024-07-31 19:56:23,00:00:04,Autoplayed: user action: None; ,La plus belle pour aller danser_hook_01_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:04,Not latest view,FR (France)
Henri,2024-07-31 19:56:07,00:00:08,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Le Gang du gant vert,TRAILER,Google Sabrina ATV Set Top Box,00:00:08,00:00:08,FR (France)
Henri,2024-07-31 19:55:05,00:00:04,Autoplayed: user action: None; ,Bande-annonce : Non négociable,TRAILER,Google Sabrina ATV Set Top Box,00:00:04,Not latest view,FR (France)
Henri,2024-07-31 19:54:04,00:00:55,Autoplayed: user action: None; ,Saison 1 (Extrait) : Ressuscite ma caisse !,HOOK,Google Sabrina ATV Set Top Box,00:00:55,00:00:55,FR (France)
Henri,2024-07-31 19:53:58,00:00:04,Autoplayed: user action: None; ,Saison 6 (Extrait) : Séduction haute tension,HOOK,Google Sabrina ATV Set Top Box,00:00:04,Not latest view,FR (France)
Henri,2024-07-31 19:53:47,00:00:09,Autoplayed: user action: None; ,Mini-série (Extrait) : Le Décaméron,HOOK,Google Sabrina ATV Set Top Box,00:00:09,00:00:09,FR (France)
Henri,2024-07-31 19:53:33,00:00:04,Autoplayed: user action: None; ,Saison 1 (Extrait 2) : Le Nouvel Essor de Simone Biles,HOOK,Google Sabrina ATV Set Top Box,00:00:04,00:00:04,FR (France)
Henri,2024-07-31 19:53:12,00:00:02,Autoplayed: user action: None; ,L'Imaginaire,,Google Sabrina ATV Set Top Box,00:00:02,00:00:02,FR (France)
Henri,2024-07-31 19:52:58,00:00:11,Autoplayed: user action: None; ,Saison 1 (Extrait 8) : Kleo,HOOK,Google Sabrina ATV Set Top Box,00:00:11,00:00:11,FR (France)
Henri,2024-07-31 19:52:51,00:00:05,Autoplayed: user action: None; ,The Imaginary - Baseline Clip 1,HOOK,Google Sabrina ATV Set Top Box,00:00:05,00:00:05,FR (France)
Henri,2024-07-31 19:52:32,00:00:07,Autoplayed: user action: None; ,Momo_hook_01_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:07,00:00:07,FR (France)
Henri,2024-07-31 19:51:59,00:00:29,Autoplayed: user action: None; ,Momo_hook_01_16x9,HOOK,Google Sabrina ATV Set Top Box,00:00:29,Not latest view,FR (France)
Henri,2024-07-31 19:51:25,00:00:01,Autoplayed: user action: None; ,The Suicide Squad (version doublée),,Google Sabrina ATV Set Top Box,00:00:01,00:00:01,FR (France)
Henri,2024-07-31 19:50:48,00:00:02,Autoplayed: user action: None; ,Space Jam : Nouvelle Ère,,Google Sabrina ATV Set Top Box,00:00:02,00:00:02,FR (France)
